Name,Actions,Gene Name,General Function,Kind,Molecular Weight,Organism,Pharmacological action,Specific Function,Uniprot ID,Uniprot Name,Drug,drugbank_id,Curator comments
Cytochrome P450 3A5,Substrate,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Triazolam,DB00897,NA
Cytochrome P450 3A7,Substrate,CYP3A7,Oxygen binding,Protein,57525.03 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P24462,Cytochrome P450 3A7,Triazolam,DB00897,NA
Cytochrome P450 2C8,Inhibitor,CYP2C8,Steroid hydroxylase activity,Protein,55824.275 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P10632,Cytochrome P450 2C8,Triazolam,DB00897,This enzyme relationship is supported by 1 in vitro study available in the literature.
Cytochrome P450 2A6,SubstrateInducer,CYP2A6,Steroid hydroxylase activity,Protein,56501.005 Da,Humans,Unknown,Exhibits a high coumarin 7-hydroxylase activity. Can act in the hydroxylation of the anti-cancer drugs cyclophosphamide and ifosphamide. Competent in the metabolic activation of aflatoxin B1. Const...,P11509,Cytochrome P450 2A6,Valproic Acid,DB00313,NA
Cytochrome P450 2B6,Substrate,CYP2B6,Steroid hydroxylase activity,Protein,56277.81 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20813,Cytochrome P450 2B6,Valproic Acid,DB00313,NA
Cytochrome P450 2C9,SubstrateInhibitor,CYP2C9,Steroid hydroxylase activity,Protein,55627.365 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P11712,Cytochrome P450 2C9,Valproic Acid,DB00313,NA
Cytochrome P450 3A5,Substrate,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Valproic Acid,DB00313,NA
Prostaglandin G/H synthase 1,Substrate,PTGS1,Prostaglandin-endoperoxide synthase activity,Protein,68685.82 Da,Humans,Unknown,"Converts arachidonate to prostaglandin H2 (PGH2), a committed step in prostanoid synthesis. Involved in the constitutive production of prostanoids in particular in the stomach and platelets. In gas...",P23219,Prostaglandin G/H synthase 1,Valproic Acid,DB00313,NA
Cytochrome P450 1A2,Inhibitor,CYP1A2,"Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",Protein,58293.76 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P05177,Cytochrome P450 1A2,Valproic Acid,DB00313,Data supported only by in vitro studies.
Cytochrome P450 2C19,SubstrateInhibitor,CYP2C19,Steroid hydroxylase activity,Protein,55930.545 Da,Humans,Unknown,"Responsible for the metabolism of a number of therapeutic agents such as the anticonvulsant drug S-mephenytoin, omeprazole, proguanil, certain barbiturates, diazepam, propranolol, citalopram and im...",P33261,Cytochrome P450 2C19,Valproic Acid,DB00313,NA
Cytochrome P450 3A4,Inhibitor,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 1-4,Substrate,UGT1A4,Protein homodimerization activity,Protein,60024.535 Da,Humans,Unknown,UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isoform glucuronidates bilirubin IX-alpha to form both the...,P22310,UDP-glucuronosyltransferase 1-4,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 1-8,Substrate,UGT1A8,Steroid binding,Protein,59741.035 Da,Humans,Unknown,UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. Isoform 2 lacks transferase activity but acts as a negative reg...,Q9HAW9,UDP-glucuronosyltransferase 1-8,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 1-10,Substrate,UGT1A10,Protein kinase c binding,Protein,59809.075 Da,Humans,Unknown,UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. Isoform 2 lacks transferase activity but acts as a negative reg...,Q9HAW8,UDP-glucuronosyltransferase 1-10,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 1-6,Substrate,UGT1A6,Protein homodimerization activity,Protein,60750.215 Da,Humans,Unknown,UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isoform has specificity for phenols. Isoform 3 lacks trans...,P19224,UDP-glucuronosyltransferase 1-6,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 1-3,Substrate,UGT1A3,Retinoic acid binding,Protein,60337.835 Da,Humans,Unknown,UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. Isoform 2 lacks transferase activity but acts as a negative reg...,P35503,UDP-glucuronosyltransferase 1-3,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 2B7,Substrate,UGT2B7,Glucuronosyltransferase activity,Protein,60694.12 Da,Humans,Unknown,"UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds.Its unique specificity for 3,4-catechol estrogens and estriol su...",P16662,UDP-glucuronosyltransferase 2B7,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 2B15,Substrate,UGT2B15,Glucuronosyltransferase activity,Protein,61035.815 Da,Humans,Unknown,UDPGTs are of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isozyme displays activity toward several classes of xeno...,P54855,UDP-glucuronosyltransferase 2B15,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 1-9,Substrate,UGT1A9,Retinoic acid binding,Protein,59940.495 Da,Humans,Unknown,UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isoform has specificity for phenols. Isoform 2 lacks trans...,O60656,UDP-glucuronosyltransferase 1-9,Valproic Acid,DB00313,NA
UDP-glucuronosyltransferase 1-1,SubstrateInhibitor,UGT1A1,Steroid binding,Protein,59590.91 Da,Humans,No,UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isoform glucuronidates bilirubin IX-alpha to form both the...,P22309,UDP-glucuronosyltransferase 1-1,Valproic Acid,DB00313,NA
Solute carrier family 22 member 2,SubstrateInhibitor,SLC22A2,Quaternary ammonium group transmembrane transporter activity,Protein,62579.99 Da,Humans,Unknown,"Mediates tubular uptake of organic compounds from circulation. Mediates the influx of agmatine, dopamine, noradrenaline (norepinephrine), serotonin, choline, famotidine, ranitidine, histamin, creat...",O15244,Solute carrier family 22 member 2,Varenicline,DB01273,"A study demonstrated that varenicline, excreted by the kidney predominantly without undergoing metabolism, serves as an OCT2 substrate in vitro, and, at a much higher concentration, as an OCT2 inhibitor."
Cytochrome P450 3A4,SubstrateInhibitor,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Desvenlafaxine,DB06700,NA
Cytochrome P450 2D6,Inhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Desvenlafaxine,DB06700,NA
Cytochrome P450 2D6,Substrate,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,No,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Vortioxetine,DB09068,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,No,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Vortioxetine,DB09068,NA
Cytochrome P450 3A5,Substrate,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,No,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Vortioxetine,DB09068,NA
Cytochrome P450 2C19,Substrate,CYP2C19,Steroid hydroxylase activity,Protein,55930.545 Da,Humans,No,"Responsible for the metabolism of a number of therapeutic agents such as the anticonvulsant drug S-mephenytoin, omeprazole, proguanil, certain barbiturates, diazepam, propranolol, citalopram and im...",P33261,Cytochrome P450 2C19,Vortioxetine,DB09068,NA
Cytochrome P450 2C9,Substrate,CYP2C9,Steroid hydroxylase activity,Protein,55627.365 Da,Humans,No,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P11712,Cytochrome P450 2C9,Vortioxetine,DB09068,NA
Cytochrome P450 2A6,Substrate,CYP2A6,Steroid hydroxylase activity,Protein,56501.005 Da,Humans,No,Exhibits a high coumarin 7-hydroxylase activity. Can act in the hydroxylation of the anti-cancer drugs cyclophosphamide and ifosphamide. Competent in the metabolic activation of aflatoxin B1. Const...,P11509,Cytochrome P450 2A6,Vortioxetine,DB09068,NA
Cytochrome P450 2C8,Substrate,CYP2C8,Steroid hydroxylase activity,Protein,55824.275 Da,Humans,No,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P10632,Cytochrome P450 2C8,Vortioxetine,DB09068,NA
Cytochrome P450 2B6,Substrate,CYP2B6,Steroid hydroxylase activity,Protein,56277.81 Da,Humans,No,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20813,Cytochrome P450 2B6,Vortioxetine,DB09068,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Ziprasidone,DB00246,NA
Aldehyde oxidase,Substrate,AOX1,Xanthine dehydrogenase activity,Protein,147916.735 Da,Humans,Yes,"Oxidase with broad substrate specificity, oxidizing aromatic azaheterocycles, such as N1-methylnicotinamide and N-methylphthalazinium, as well as aldehydes, such as benzaldehyde, retinal, pyridoxal...",Q06278,Aldehyde oxidase,Ziprasidone,DB00246,NA
Cytochrome P450 2D6,Substrate,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Zuclopenthixol,DB01624,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,No,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Zuclopenthixol,DB01624,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Trazodone,DB00656,NA
Cytochrome P450 3A5,Substrate,CYP3A5,Oxygen binding,Protein,57108.065 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P20815,Cytochrome P450 3A5,Trazodone,DB00656,NA
Cytochrome P450 3A7,Substrate,CYP3A7,Oxygen binding,Protein,57525.03 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally un...",P24462,Cytochrome P450 3A7,Trazodone,DB00656,NA
Cytochrome P450 2D6,SubstrateInhibitor,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Trazodone,DB00656,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Cariprazine,DB06016,NA
Cytochrome P450 2D6,Substrate,CYP2D6,Steroid hydroxylase activity,Protein,55768.94 Da,Humans,Unknown,"Responsible for the metabolism of many drugs and environmental chemicals that it oxidizes. It is involved in the metabolism of drugs such as antiarrhythmics, adrenoceptor antagonists, and tricyclic...",P10635,Cytochrome P450 2D6,Cariprazine,DB06016,NA
Cytochrome P450 3A4,Substrate,CYP3A4,Vitamin d3 25-hydroxylase activity,Protein,57342.67 Da,Humans,Unknown,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...",P08684,Cytochrome P450 3A4,Lurasidone,DB08815,NA
